시도명,시군구명,관리구역명,관리구역대상지역명,배출장소유형,배출장소,생활쓰레기배출방법,음식물쓰레기배출방법,재활용품배출방법,일시적다량폐기물배출방법,일시적다량폐기물배출장소,생활쓰레기배출요일,음식물쓰레기배출요일,재활용품배출요일,생활쓰레기배출시작시각,생활쓰레기배출종료시각,음식물쓰레기배출시작시각,음식물쓰레기배출종료시각,재활용품배출시작시각,재활용품배출종료시각,일시적다량폐기물배출시작시각,일시적다량폐기물배출종료시각,미수거일,관리부서명,관리부서전화번호,데이터기준일자,제공기관코드,제공기관명
경상남도,창원시,성산구,성산구 사파동,거점수거,거점수거/문전수거,"불에 타는 일반 생활쓰레기☞종량제 봉투(소각용)의 기준선 이하로 넣어서 배출, 불에 타지 않는 일반 생활쓰레기☞지정된 종량제 마대(매립용)에 넣어서 배출",물기 제거 후 음식물만 음식물쓰레기 전용용기에 담아 음식물류 납부필증(칩) 부착 후 배출,재활용되는 품목만 각각 분류하여 투명 비닐봉투에 넣어 묶어서 배출,대형폐기물 - 지역별 대행업체 신고 또는 인터넷으로 접수 / 건설폐기물 - 읍면동별 불연성생활폐기물 배출확인서 발급 / 폐목재 - 읍면동별 가연성생활폐기물 배출확인서 발급,내 집 앞 또는 지정장소,일+월+화+수+목+금,일+월+화+수+목+금,화,20:00,00:00,20:00,00:00,20:00,00:00,09:00,16:00,"추석, 설날 당일 및 그 다음날",성산구 환경미화과,055-272-4511,2020-06-30,5670000,경상남도 창원시
경상남도,창원시,성산구,"성산구 가음정동, 성주동, 웅남동",거점수거,거점수거/문전수거,"불에 타는 일반 생활쓰레기☞종량제 봉투(소각용)의 기준선 이하로 넣어서 배출, 불에 타지 않는 일반 생활쓰레기☞지정된 종량제 마대(매립용)에 넣어서 배출",물기 제거 후 음식물만 음식물쓰레기 전용용기에 담아 음식물류 납부필증(칩) 부착 후 배출,재활용되는 품목만 각각 분류하여 투명 비닐봉투에 넣어 묶어서 배출,대형폐기물 - 지역별 대행업체 신고 또는 인터넷으로 접수 / 건설폐기물 - 읍면동별 불연성생활폐기물 배출확인서 발급 / 폐목재 - 읍면동별 가연성생활폐기물 배출확인서 발급,내 집 앞 또는 지정장소,일+월+화+수+목+금,일+월+화+수+목+금,월,20:00,00:00,20:00,00:00,20:00,00:00,09:00,16:00,"추석, 설날 당일 및 그 다음날",성산구 환경미화과,055-272-4511,2020-06-30,5670000,경상남도 창원시
경상남도,창원시,성산구,"성산구 반송동, 상남상업지구",거점수거,거점수거/문전수거,"불에 타는 일반 생활쓰레기☞종량제 봉투(소각용)의 기준선 이하로 넣어서 배출, 불에 타지 않는 일반 생활쓰레기☞지정된 종량제 마대(매립용)에 넣어서 배출",물기 제거 후 음식물만 음식물쓰레기 전용용기에 담아 음식물류 납부필증(칩) 부착 후 배출,재활용되는 품목만 각각 분류하여 투명 비닐봉투에 넣어 묶어서 배출,대형폐기물 - 지역별 대행업체 신고 또는 인터넷으로 접수 / 건설폐기물 - 읍면동별 불연성생활폐기물 배출확인서 발급 / 폐목재 - 읍면동별 가연성생활폐기물 배출확인서 발급,내 집 앞 또는 지정장소,일+월+화+수+목+금,일+월+화+수+목+금,일,20:00,00:00,20:00,00:00,20:00,00:00,09:00,16:00,"추석, 설날 당일 및 그 다음날",성산구 환경미화과,055-272-4511,2020-06-30,5670000,경상남도 창원시
경상남도,창원시,의창구,"의창구 봉림동(명곡로타리 상가지역), 명곡동(명서동 181-12번지), 중동지역(26B~60B), 팔용동(30-34번지 외 상가지역), 도계동(412-17번지)",거점수거,거점수거/문전수거,"불에 타는 일반 생활쓰레기☞종량제 봉투(소각용)의 기준선 이하로 넣어서 배출, 불에 타지 않는 일반 생활쓰레기☞지정된 종량제 마대(매립용)에 넣어서 배출",물기 제거 후 음식물만 음식물쓰레기 전용용기에 담아 음식물류 납부필증(칩) 부착 후 배출,재활용되는 품목만 각각 분류하여 투명 비닐봉투에 넣어 묶어서 배출,대형폐기물 - 지역별 대행업체 신고 또는 인터넷으로 접수 / 건설폐기물 - 읍면동별 불연성생활폐기물 배출확인서 발급 / 폐목재 - 읍면동별 가연성생활폐기물 배출확인서 발급,내 집 앞 또는 지정장소,일+월+화+수+목+금,일+월+화+수+목+금,금,20:00,00:00,20:00,00:00,20:00,00:00,09:00,16:00,"추석, 설날 당일 및 그 다음날",의창구 환경미화과,055-212-4511,2020-06-30,5670000,경상남도 창원시
경상남도,창원시,의창구,의창구 명곡동,거점수거,거점수거/문전수거,"불에 타는 일반 생활쓰레기☞종량제 봉투(소각용)의 기준선 이하로 넣어서 배출, 불에 타지 않는 일반 생활쓰레기☞지정된 종량제 마대(매립용)에 넣어서 배출",물기 제거 후 음식물만 음식물쓰레기 전용용기에 담아 음식물류 납부필증(칩) 부착 후 배출,재활용되는 품목만 각각 분류하여 투명 비닐봉투에 넣어 묶어서 배출,대형폐기물 - 지역별 대행업체 신고 또는 인터넷으로 접수 / 건설폐기물 - 읍면동별 불연성생활폐기물 배출확인서 발급 / 폐목재 - 읍면동별 가연성생활폐기물 배출확인서 발급,내 집 앞 또는 지정장소,일+월+화+수+목+금,일+월+화+수+목+금,목,20:00,00:00,20:00,00:00,20:00,00:00,09:00,16:00,"추석, 설날 당일 및 그 다음날",의창구 환경미화과,055-212-4511,2020-06-30,5670000,경상남도 창원시
경상남도,창원시,의창구,"의창구 팔용동, 대산면",거점수거,거점수거/문전수거,"불에 타는 일반 생활쓰레기☞종량제 봉투(소각용)의 기준선 이하로 넣어서 배출, 불에 타지 않는 일반 생활쓰레기☞지정된 종량제 마대(매립용)에 넣어서 배출",물기 제거 후 음식물만 음식물쓰레기 전용용기에 담아 음식물류 납부필증(칩) 부착 후 배출,재활용되는 품목만 각각 분류하여 투명 비닐봉투에 넣어 묶어서 배출,대형폐기물 - 지역별 대행업체 신고 또는 인터넷으로 접수 / 건설폐기물 - 읍면동별 불연성생활폐기물 배출확인서 발급 / 폐목재 - 읍면동별 가연성생활폐기물 배출확인서 발급,내 집 앞 또는 지정장소,일+월+화+수+목+금,일+월+화+수+목+금,수,20:00,00:00,20:00,00:00,20:00,00:00,09:00,16:00,"추석, 설날 당일 및 그 다음날",의창구 환경미화과,055-212-4511,2020-06-30,5670000,경상남도 창원시
경상남도,창원시,의창구,"의창구 용지동, 북면",거점수거,거점수거/문전수거,"불에 타는 일반 생활쓰레기☞종량제 봉투(소각용)의 기준선 이하로 넣어서 배출, 불에 타지 않는 일반 생활쓰레기☞지정된 종량제 마대(매립용)에 넣어서 배출",물기 제거 후 음식물만 음식물쓰레기 전용용기에 담아 음식물류 납부필증(칩) 부착 후 배출,재활용되는 품목만 각각 분류하여 투명 비닐봉투에 넣어 묶어서 배출,대형폐기물 - 지역별 대행업체 신고 또는 인터넷으로 접수 / 건설폐기물 - 읍면동별 불연성생활폐기물 배출확인서 발급 / 폐목재 - 읍면동별 가연성생활폐기물 배출확인서 발급,내 집 앞 또는 지정장소,일+월+화+수+목+금,일+월+화+수+목+금,화,20:00,00:00,20:00,00:00,20:00,00:00,09:00,16:00,"추석, 설날 당일 및 그 다음날",의창구 환경미화과,055-212-4511,2020-06-30,5670000,경상남도 창원시
전라남도,장성군,없음,없음,거점수거,마을회관 등 인지가 쉬운 장소,규격봉투에 넣어 지정된 요일에 배출,　물기를 최대한 줄여 음식물만 전용용기에 배출,투명한 봉투에 담거나 끈으로 묶어 지정된 요일에 배출,　읍면사무소에서스티커 부착후 지정된 장소에배출,장성군 환경관리센터,월+화+수+목+금,월+화+수+목+금+토,금,21:00,06:00,21:00,06:00,21:00,06:00,10:00,18:00,설/추석/공휴일,환경위생과,061-390-7335,2020-10-20,4980000,전라남도 장성군
서울특별시,영등포구,없음,영등포구,문전수거,집앞,종량제 봉투를 흩날리지 않도록 묶어 내집 내점포 앞 배출,물기를 제거 후 음식물 전용봉투에 담아 음식물거점전용용기에 배출,투명한 비닐봉투에 담아 흩날리지 않도록 묶어서 배출 내집 내점포 앞 또는 클린하우스/재활용정거장 배출,배출자가 성상별로 수거업체와 별도 계약 후 배출및 처리,집앞,일+월+화+수+목+금,일+월+화+수+목+금,일+월+화+수+목+금,20:00,00:00,20:00,00:00,20:00,00:00,,,추석명절+임시공휴일+토요일,청소과,02-2670-3491,2020-06-30,3180000,서울특별시 영등포구
경상남도,합천군,합천읍,명태어장 건너편,거점수거,경상남도 합천군 합천리 1529,종량제봉투,종량제봉투 및 음식물종량제 납부필증,투명한 봉투 및 그물망,종량제봉투,경상남도 합천군 합천리 1529,월+화+목+금+토,월+화+목+금+토,수,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,일요일,합천읍 환경개발담당,055-930-4014,2020-09-25,5480000,경상남도 합천군
경상남도,합천군,합천읍,태양숯불갈비 앞,거점수거,경상남도 합천군 합천리 477-11,종량제봉투,종량제봉투 및 음식물종량제 납부필증,투명한 봉투 및 그물망,종량제봉투,경상남도 합천군 합천리 477-11,월+화+목+금+토,월+화+목+금+토,수,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,일요일,합천읍 환경개발담당,055-930-4014,2020-09-25,5480000,경상남도 합천군
경상남도,합천군,합천읍,옥산식육식당 옆,거점수거,경상남도 합천군 합천리 477-52,종량제봉투,종량제봉투 및 음식물종량제 납부필증,투명한 봉투 및 그물망,종량제봉투,경상남도 합천군 합천리 477-52,월+화+목+금+토,월+화+목+금+토,수,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,일요일,합천읍 환경개발담당,055-930-4014,2020-09-25,5480000,경상남도 합천군
경상남도,합천군,합천읍,영창경로당 인근,거점수거,경상남도 합천군 영창리 682-9,종량제봉투,종량제봉투 및 음식물종량제 납부필증,투명한 봉투 및 그물망,종량제봉투,경상남도 합천군 영창리 682-9,월+화+목+금+토,월+화+목+금+토,수,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,일요일,합천읍 환경개발담당,055-930-4014,2020-09-25,5480000,경상남도 합천군
경상남도,합천군,합천읍,영창교회 입구,거점수거,경상남도 합천군 영창리 614-7,종량제봉투,종량제봉투 및 음식물종량제 납부필증,투명한 봉투 및 그물망,종량제봉투,경상남도 합천군 영창리 614-7,월+화+목+금+토,월+화+목+금+토,수,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,일요일,합천읍 환경개발담당,055-930-4014,2020-09-25,5480000,경상남도 합천군
경상남도,합천군,합천읍,방천장어 앞,거점수거,경상남도 합천군 합천리 1472,종량제봉투,종량제봉투 및 음식물종량제 납부필증,투명한 봉투 및 그물망,종량제봉투,경상남도 합천군 합천리 1472,월+화+목+금+토,월+화+목+금+토,수,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,일요일,합천읍 환경개발담당,055-930-4014,2020-09-25,5480000,경상남도 합천군
경상남도,합천군,합천읍,해인조경 앞,거점수거,경상남도 합천군 합천리 1577,종량제봉투,종량제봉투 및 음식물종량제 납부필증,투명한 봉투 및 그물망,종량제봉투,경상남도 합천군 합천리 1577,월+화+목+금+토,월+화+목+금+토,수,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,일요일,합천읍 환경개발담당,055-930-4014,2020-09-25,5480000,경상남도 합천군
경상남도,합천군,합천읍,한국전력 앞,거점수거,경상남도 합천군 합천리 1576,종량제봉투,종량제봉투 및 음식물종량제 납부필증,투명한 봉투 및 그물망,종량제봉투,경상남도 합천군 합천리 1576,월+화+목+금+토,월+화+목+금+토,수,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,일요일,합천읍 환경개발담당,055-930-4014,2020-09-25,5480000,경상남도 합천군
경상남도,합천군,합천읍,농협 하나로마트 앞,거점수거,경상남도 합천군 합천리 418-4,종량제봉투,종량제봉투 및 음식물종량제 납부필증,투명한 봉투 및 그물망,종량제봉투,경상남도 합천군 합천리 418-4,월+화+목+금+토,월+화+목+금+토,수,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,일요일,합천읍 환경개발담당,055-930-4014,2020-09-25,5480000,경상남도 합천군
경상남도,합천군,합천읍,국제사우나 앞,거점수거,경상남도 합천군 합천리 415-2,종량제봉투,종량제봉투 및 음식물종량제 납부필증,투명한 봉투 및 그물망,종량제봉투,경상남도 합천군 합천리 415-2,월+화+목+금+토,월+화+목+금+토,수,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,일요일,합천읍 환경개발담당,055-930-4014,2020-09-25,5480000,경상남도 합천군
경상남도,합천군,합천읍,파티마통증의학앞[이화로터리],거점수거,경상남도 합천군 합천리 413-8,종량제봉투,종량제봉투 및 음식물종량제 납부필증,투명한 봉투 및 그물망,종량제봉투,경상남도 합천군 합천리 413-8,월+화+목+금+토,월+화+목+금+토,수,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,일요일,합천읍 환경개발담당,055-930-4014,2020-09-25,5480000,경상남도 합천군
경상남도,합천군,합천읍,합천병원 옆,거점수거,경상남도 합천군 합천리 1367-17,종량제봉투,종량제봉투 및 음식물종량제 납부필증,투명한 봉투 및 그물망,종량제봉투,경상남도 합천군 합천리 1367-17,월+화+목+금+토,월+화+목+금+토,수,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,일요일,합천읍 환경개발담당,055-930-4014,2020-09-25,5480000,경상남도 합천군
경상남도,합천군,합천읍,한국종합가스 앞,거점수거,경상남도 합천군 합천리 396-1,종량제봉투,종량제봉투 및 음식물종량제 납부필증,투명한 봉투 및 그물망,종량제봉투,경상남도 합천군 합천리 396-1,월+화+목+금+토,월+화+목+금+토,수,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,일요일,합천읍 환경개발담당,055-930-4014,2020-09-25,5480000,경상남도 합천군
경상남도,합천군,합천읍,합천빌라 앞,거점수거,경상남도 합천군 합천리 397-5,종량제봉투,종량제봉투 및 음식물종량제 납부필증,투명한 봉투 및 그물망,종량제봉투,경상남도 합천군 합천리 397-5,월+화+목+금+토,월+화+목+금+토,수,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,일요일,합천읍 환경개발담당,055-930-4014,2020-09-25,5480000,경상남도 합천군
경상남도,합천군,합천읍,이홍석 내과 앞,거점수거,경상남도 합천군 합천리 433-5,종량제봉투,종량제봉투 및 음식물종량제 납부필증,투명한 봉투 및 그물망,종량제봉투,경상남도 합천군 합천리 433-5,월+화+목+금+토,월+화+목+금+토,수,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,일요일,합천읍 환경개발담당,055-930-4014,2020-09-25,5480000,경상남도 합천군
경상남도,합천군,합천읍,군청후문 GS25 앞,거점수거,경상남도 합천군 합천리 67-4,종량제봉투,종량제봉투 및 음식물종량제 납부필증,투명한 봉투 및 그물망,종량제봉투,경상남도 합천군 합천리 67-4,월+화+목+금+토,월+화+목+금+토,수,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,일요일,합천읍 환경개발담당,055-930-4014,2020-09-25,5480000,경상남도 합천군
경상남도,합천군,합천읍,금오아파트 앞,거점수거,경상남도 합천군 합천리 145,종량제봉투,종량제봉투 및 음식물종량제 납부필증,투명한 봉투 및 그물망,종량제봉투,경상남도 합천군 합천리 145,월+화+목+금+토,월+화+목+금+토,수,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,일요일,합천읍 환경개발담당,055-930-4014,2020-09-25,5480000,경상남도 합천군
경상남도,합천군,합천읍,합천어린이집 앞,거점수거,경상남도 합천군 합천리 129-5,종량제봉투,종량제봉투 및 음식물종량제 납부필증,투명한 봉투 및 그물망,종량제봉투,경상남도 합천군 합천리 129-5,월+화+목+금+토,월+화+목+금+토,수,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,일요일,합천읍 환경개발담당,055-930-4014,2020-09-25,5480000,경상남도 합천군
경상남도,합천군,합천읍,합천중학교 정문 앞,거점수거,경상남도 합천군 합천리 350-1,종량제봉투,종량제봉투 및 음식물종량제 납부필증,투명한 봉투 및 그물망,종량제봉투,경상남도 합천군 합천리 350-1,월+화+목+금+토,월+화+목+금+토,수,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,일요일,합천읍 환경개발담당,055-930-4014,2020-09-25,5480000,경상남도 합천군
경상남도,합천군,합천읍,합천중 씨유 옆,거점수거,경상남도 합천군 합천리 347-4,종량제봉투,종량제봉투 및 음식물종량제 납부필증,투명한 봉투 및 그물망,종량제봉투,경상남도 합천군 합천리 347-4,월+화+목+금+토,월+화+목+금+토,수,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,일요일,합천읍 환경개발담당,055-930-4014,2020-09-25,5480000,경상남도 합천군
경상남도,합천군,합천읍,교동마을회관 앞,거점수거,경상남도 합천군 합천리 268-4,종량제봉투,종량제봉투 및 음식물종량제 납부필증,투명한 봉투 및 그물망,종량제봉투,경상남도 합천군 합천리 268-4,월+화+목+금+토,월+화+목+금+토,수,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,일요일,합천읍 환경개발담당,055-930-4014,2020-09-25,5480000,경상남도 합천군
경상남도,합천군,합천읍,황강연립 옆,거점수거,경상남도 합천군 합천리 267-6,종량제봉투,종량제봉투 및 음식물종량제 납부필증,투명한 봉투 및 그물망,종량제봉투,경상남도 합천군 합천리 267-6,월+화+목+금+토,월+화+목+금+토,수,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,일요일,합천읍 환경개발담당,055-930-4014,2020-09-25,5480000,경상남도 합천군
경상남도,합천군,합천읍,동진빌라 앞(합천고 후문 인근),거점수거,경상남도 합천군 합천리 269-1,종량제봉투,종량제봉투 및 음식물종량제 납부필증,투명한 봉투 및 그물망,종량제봉투,경상남도 합천군 합천리 269-1,월+화+목+금+토,월+화+목+금+토,수,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,일요일,합천읍 환경개발담당,055-930-4014,2020-09-25,5480000,경상남도 합천군
경상남도,합천군,합천읍,활터 앞,거점수거,경상남도 합천군 합천리 207-4,종량제봉투,종량제봉투 및 음식물종량제 납부필증,투명한 봉투 및 그물망,종량제봉투,경상남도 합천군 합천리 207-4,월+화+목+금+토,월+화+목+금+토,수,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,일요일,합천읍 환경개발담당,055-930-4014,2020-09-25,5480000,경상남도 합천군
경상남도,합천군,합천읍,죽죽길 22-2 옆,거점수거,경상남도 합천군 합천리 239-4,종량제봉투,종량제봉투 및 음식물종량제 납부필증,투명한 봉투 및 그물망,종량제봉투,경상남도 합천군 합천리 239-4,월+화+목+금+토,월+화+목+금+토,수,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,일요일,합천읍 환경개발담당,055-930-4014,2020-09-25,5480000,경상남도 합천군
경상남도,합천군,합천읍,목화빌라 아래,거점수거,경상남도 합천군 합천리 260-2,종량제봉투,종량제봉투 및 음식물종량제 납부필증,투명한 봉투 및 그물망,종량제봉투,경상남도 합천군 합천리 260-2,월+화+목+금+토,월+화+목+금+토,수,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,일요일,합천읍 환경개발담당,055-930-4014,2020-09-25,5480000,경상남도 합천군
경상남도,합천군,합천읍,합천초등학교 정문,거점수거,경상남도 합천군 합천리 315,종량제봉투,종량제봉투 및 음식물종량제 납부필증,투명한 봉투 및 그물망,종량제봉투,경상남도 합천군 합천리 315,월+화+목+금+토,월+화+목+금+토,수,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,일요일,합천읍 환경개발담당,055-930-4014,2020-09-25,5480000,경상남도 합천군
경상남도,합천군,합천읍,송하꽃집 앞,거점수거,경상남도 합천군 합천리 247-3,종량제봉투,종량제봉투 및 음식물종량제 납부필증,투명한 봉투 및 그물망,종량제봉투,경상남도 합천군 합천리 247-3,월+화+목+금+토,월+화+목+금+토,수,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,일요일,합천읍 환경개발담당,055-930-4014,2020-09-25,5480000,경상남도 합천군
경상남도,합천군,합천읍,대영광고 옆,거점수거,경상남도 합천군 합천리 249-3,종량제봉투,종량제봉투 및 음식물종량제 납부필증,투명한 봉투 및 그물망,종량제봉투,경상남도 합천군 합천리 249-3,월+화+목+금+토,월+화+목+금+토,수,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,일요일,합천읍 환경개발담당,055-930-4014,2020-09-25,5480000,경상남도 합천군
경상남도,합천군,합천읍,초원장여관 뒤,거점수거,경상남도 합천군 합천리 896-2,종량제봉투,종량제봉투 및 음식물종량제 납부필증,투명한 봉투 및 그물망,종량제봉투,경상남도 합천군 합천리 896-2,월+화+목+금+토,월+화+목+금+토,수,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,일요일,합천읍 환경개발담당,055-930-4014,2020-09-25,5480000,경상남도 합천군
경상남도,합천군,합천읍,새마을회관 앞(황강하이츠 정문),거점수거,경상남도 합천군 합천리 893-2,종량제봉투,종량제봉투 및 음식물종량제 납부필증,투명한 봉투 및 그물망,종량제봉투,경상남도 합천군 합천리 893-2,월+화+목+금+토,월+화+목+금+토,수,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,일요일,합천읍 환경개발담당,055-930-4014,2020-09-25,5480000,경상남도 합천군
경상남도,합천군,합천읍,농업기술센터 입구,거점수거,경상남도 합천군 합천리 872-1,종량제봉투,종량제봉투 및 음식물종량제 납부필증,투명한 봉투 및 그물망,종량제봉투,경상남도 합천군 합천리 872-1,월+화+목+금+토,월+화+목+금+토,수,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,일요일,합천읍 환경개발담당,055-930-4014,2020-09-25,5480000,경상남도 합천군
경상남도,합천군,합천읍,롯데마트 주차장 위,거점수거,경상남도 합천군 합천리 700-3,종량제봉투,종량제봉투 및 음식물종량제 납부필증,투명한 봉투 및 그물망,종량제봉투,경상남도 합천군 합천리 700-3,월+화+목+금+토,월+화+목+금+토,수,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,일요일,합천읍 환경개발담당,055-930-4014,2020-09-25,5480000,경상남도 합천군
경상남도,합천군,합천읍,한별씽크 앞,거점수거,경상남도 합천군 합천리 695-3,종량제봉투,종량제봉투 및 음식물종량제 납부필증,투명한 봉투 및 그물망,종량제봉투,경상남도 합천군 합천리 695-3,월+화+목+금+토,월+화+목+금+토,수,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,일요일,합천읍 환경개발담당,055-930-4014,2020-09-25,5480000,경상남도 합천군
경상남도,합천군,합천읍,대성양복점 앞,거점수거,경상남도 합천군 합천리 709-2,종량제봉투,종량제봉투 및 음식물종량제 납부필증,투명한 봉투 및 그물망,종량제봉투,경상남도 합천군 합천리 709-2,월+화+목+금+토,월+화+목+금+토,수,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,일요일,합천읍 환경개발담당,055-930-4014,2020-09-25,5480000,경상남도 합천군
경상남도,합천군,합천읍,T월드 앞(합천약국 건너편),거점수거,경상남도 합천군 합천리 670-46,종량제봉투,종량제봉투 및 음식물종량제 납부필증,투명한 봉투 및 그물망,종량제봉투,경상남도 합천군 합천리 670-46,월+화+목+금+토,월+화+목+금+토,수,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,일요일,합천읍 환경개발담당,055-930-4014,2020-09-25,5480000,경상남도 합천군
경상남도,합천군,합천읍,롯데리아 앞,거점수거,경상남도 합천군 합천리 667-8,종량제봉투,종량제봉투 및 음식물종량제 납부필증,투명한 봉투 및 그물망,종량제봉투,경상남도 합천군 합천리 667-8,월+화+목+금+토,월+화+목+금+토,수,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,일요일,합천읍 환경개발담당,055-930-4014,2020-09-25,5480000,경상남도 합천군
경상남도,합천군,합천읍,축협 뒤(성당 인근),거점수거,경상남도 합천군 합천리 677-5,종량제봉투,종량제봉투 및 음식물종량제 납부필증,투명한 봉투 및 그물망,종량제봉투,경상남도 합천군 합천리 677-5,월+화+목+금+토,월+화+목+금+토,수,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,일요일,합천읍 환경개발담당,055-930-4014,2020-09-25,5480000,경상남도 합천군
경상남도,합천군,합천읍,동아슈퍼 앞,거점수거,경상남도 합천군 합천리 671-2,종량제봉투,종량제봉투 및 음식물종량제 납부필증,투명한 봉투 및 그물망,종량제봉투,경상남도 합천군 합천리 671-2,월+화+목+금+토,월+화+목+금+토,수,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,일요일,합천읍 환경개발담당,055-930-4014,2020-09-25,5480000,경상남도 합천군
경상남도,합천군,합천읍,경보식당 앞(읍사무소 인근),거점수거,경상남도 합천군 합천리 780-1,종량제봉투,종량제봉투 및 음식물종량제 납부필증,투명한 봉투 및 그물망,종량제봉투,경상남도 합천군 합천리 780-1,월+화+목+금+토,월+화+목+금+토,수,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,일요일,합천읍 환경개발담당,055-930-4014,2020-09-25,5480000,경상남도 합천군
경상남도,합천군,합천읍,예전표구사 앞(읍사무소 입구 위),거점수거,경상남도 합천군 합천리 784-4,종량제봉투,종량제봉투 및 음식물종량제 납부필증,투명한 봉투 및 그물망,종량제봉투,경상남도 합천군 합천리 784-4,월+화+목+금+토,월+화+목+금+토,수,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,일요일,합천읍 환경개발담당,055-930-4014,2020-09-25,5480000,경상남도 합천군
경상남도,합천군,합천읍,선거관리위원회 주차장 앞,거점수거,경상남도 합천군 합천리 817-3,종량제봉투,종량제봉투 및 음식물종량제 납부필증,투명한 봉투 및 그물망,종량제봉투,경상남도 합천군 합천리 817-3,월+화+목+금+토,월+화+목+금+토,수,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,일요일,합천읍 환경개발담당,055-930-4014,2020-09-25,5480000,경상남도 합천군
경상남도,합천군,합천읍,청소년문화의집 주차장,거점수거,경상남도 합천군 합천리 708-13,종량제봉투,종량제봉투 및 음식물종량제 납부필증,투명한 봉투 및 그물망,종량제봉투,경상남도 합천군 합천리 708-13,월+화+목+금+토,월+화+목+금+토,수,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,일요일,합천읍 환경개발담당,055-930-4014,2020-09-25,5480000,경상남도 합천군
경상남도,합천군,합천읍,성우가야아파트 앞,거점수거,경상남도 합천군 합천리 824-2,종량제봉투,종량제봉투 및 음식물종량제 납부필증,투명한 봉투 및 그물망,종량제봉투,경상남도 합천군 합천리 824-2,월+화+목+금+토,월+화+목+금+토,수,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,일요일,합천읍 환경개발담당,055-930-4014,2020-09-25,5480000,경상남도 합천군
경상남도,합천군,합천읍,합천교회 앞,거점수거,경상남도 합천군 합천리 808-4,종량제봉투,종량제봉투 및 음식물종량제 납부필증,투명한 봉투 및 그물망,종량제봉투,경상남도 합천군 합천리 808-4,월+화+목+금+토,월+화+목+금+토,수,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,일요일,합천읍 환경개발담당,055-930-4014,2020-09-25,5480000,경상남도 합천군
경상남도,합천군,합천읍,고물상 옆,거점수거,경상남도 합천군 합천리 539-2,종량제봉투,종량제봉투 및 음식물종량제 납부필증,투명한 봉투 및 그물망,종량제봉투,경상남도 합천군 합천리 539-2,월+화+목+금+토,월+화+목+금+토,수,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,일요일,합천읍 환경개발담당,055-930-4014,2020-09-25,5480000,경상남도 합천군
